postcode,Suburb,state
3488,TURRIFF,VIC
3488,TURRIFF EAST,VIC
3489,TEMPY,VIC
3490,BIG DESERT,VIC
3490,BOINKA,VIC
3490,KULWIN,VIC
3490,MITTYACK,VIC
3490,MURRAY-SUNSET,VIC
3490,OUYEN,VIC
3490,TORRITA,VIC
3490,TUTYE,VIC
3491,PATCHEWOLLOCK,VIC
3494,CARWARP,VIC
3494,COLIGNAN,VIC
3494,IRAAK,VIC
3494,NANGILOC,VIC
3496,CARDROSS,VIC
3496,CULLULLERAINE,VIC
3496,LINDSAY POINT,VIC
3496,MERINGUR,VIC
3496,MERRINEE,VIC
3496,MURRAY LOCK NO 9,VIC
3496,NEDS CORNER,VIC
3496,RED CLIFFS,VIC
3496,SUNNYCLIFFS,VIC
3496,WERRIMULL,VIC
3498,IRYMPLE,VIC
3500,MILDURA,VIC
3500,MILDURA EAST,VIC
3500,MILDURA WEST,VIC
3501,HATTAH,VIC
3501,KOORLONG,VIC
3501,MILDURA CENTRE PLAZA,VIC
3501,MILDURA SOUTH,VIC
3501,NICHOLS POINT,VIC
3502,MILDURA,VIC
3505,BIRDWOODTON,VIC
3505,CABARITA,VIC
3505,MERBEIN,VIC
3505,MERBEIN SOUTH,VIC
3505,MERBEIN WEST,VIC
3505,WARGAN,VIC
3505,YELTA,VIC
3506,COWANGIE,VIC
3507,WALPEUP,VIC
3509,LINGA,VIC
3509,UNDERBOOL,VIC
3512,CARINA,VIC
3512,MURRAYVILLE,VIC
3512,PANITYA,VIC
3515,MARONG,VIC
3515,SHELBOURNE,VIC
3515,WILSONS HILL,VIC
3516,BRIDGEWATER,VIC
3516,BRIDGEWATER NORTH,VIC
3516,BRIDGEWATER ON LODDON,VIC
3516,DERBY,VIC
3516,LEICHARDT,VIC
3516,YARRABERB,VIC
3517,BEARS LAGOON,VIC
3517,BRENANAH,VIC
3517,BULLABUL,VIC
3517,GLENALBYN,VIC
3517,INGLEWOOD,VIC
3517,JARKLIN,VIC
3517,KINGOWER,VIC
3517,KURTING,VIC
3517,POWLETT PLAINS,VIC
3517,RHEOLA,VIC
3517,SALISBURY WEST,VIC
3517,SERPENTINE,VIC
3518,BERRIMAL,VIC
3518,BORUNG,VIC
3518,FENTONS CREEK,VIC
3518,FERNIHURST,VIC
3518,FIERY FLAT,VIC
3518,KURRACA,VIC
3518,KURRACA WEST,VIC
3518,MYSIA,VIC
3518,NINE MILE,VIC
3518,RICHMOND PLAINS,VIC
3518,SKINNERS FLAT,VIC
3518,WEDDERBURN,VIC
3518,WEDDERBURN JUNCTION,VIC
3518,WEHLA,VIC
3518,WOOLSHED FLAT,VIC
3518,WOOSANG,VIC
3520,KINYPANIAL,VIC
3520,KORONG VALE,VIC
3520,SOUTH KINYPANIAL,VIC
3521,PYALONG,VIC
3522,EMU FLAT,VIC
3522,GLENHOPE EAST,VIC
3522,TOOBORAC,VIC
3523,ARGYLE,VIC
3523,COSTERFIELD,VIC
3523,DERRINAL,VIC
3523,HEATHCOTE,VIC
3523,HEATHCOTE SOUTH,VIC
3523,KNOWSLEY,VIC
3523,LADYS PASS,VIC
3523,MOORMBOOL WEST,VIC
3523,MOUNT CAMEL,VIC
3523,REDCASTLE,VIC
3525,BARRAKEE,VIC
3525,BUCKRABANYULE,VIC
3525,CHARLTON,VIC
3525,CHIRRIP,VIC
3525,GRANITE FLAT,VIC
3525,JEFFCOTT,VIC
3525,JEFFCOTT NORTH,VIC
3525,LAKE MARMAL,VIC
3525,NAREEWILLOCK,VIC
3525,TEDDYWADDY,VIC
3525,TEDDYWADDY WEST,VIC
3525,TERRAPPEE,VIC
3525,WOOROONOOK,VIC
3525,WYCHITELLA,VIC
3525,WYCHITELLA NORTH,VIC
3525,YEUNGROON,VIC
3525,YEUNGROON EAST,VIC
3527,BUNGULUKE,VIC
3527,DUMOSA,VIC
3527,GLENLOTH,VIC
3527,GLENLOTH EAST,VIC
3527,JERUK,VIC
3527,NINYEUNOOK,VIC
3527,TEDDYWADDY,VIC
3527,TEDDYWADDY WEST,VIC
3527,THALIA,VIC
3527,TOWANINNY,VIC
3527,TOWANINNY SOUTH,VIC
3527,WYCHEPROOF,VIC
3527,WYCHEPROOF SOUTH,VIC
3529,KALPIENUNG,VIC
3529,NULLAWIL,VIC
3530,CULGOA,VIC
3530,SUTTON,VIC
3530,WANGIE,VIC
3530,WARNE,VIC
3531,BERRIWILLOCK,VIC
3531,BOIGBEAT,VIC
3531,SPRINGFIELD,VIC
3533,BIMBOURIE,VIC
3533,LAKE TYRRELL,VIC
3533,MITTYACK,VIC
3533,MYALL,VIC
3533,NANDALY,VIC
3533,NINDA,VIC
3533,NYARRIN,VIC
3533,PIER MILAN,VIC
3533,SEA LAKE,VIC
3533,STRATEN,VIC
3533,TYENNA,VIC
3533,TYRRELL,VIC
3533,TYRRELL DOWNS,VIC
3537,BARRAPORT,VIC
3537,BARRAPORT WEST,VIC
3537,BOORT,VIC
3537,CANARY ISLAND,VIC
3537,CATUMNAL,VIC
3537,GREDGWIN,VIC
3537,LEAGHUR,VIC
3537,MINMINDIE,VIC
3537,YANDO,VIC
3540,CANNIE,VIC
3540,NINYEUNOOK,VIC
3540,OAKVALE,VIC
3540,QUAMBATOOK,VIC
3542,COKUM,VIC
3542,LALBERT,VIC
3542,TITTYBONG,VIC
3542,TITYBONG,VIC
3544,CHINANGIN,VIC
3544,GOWANFORD,VIC
3544,MURNUNGIN,VIC
3544,SPRINGFIELD,VIC
3544,ULTIMA,VIC
3544,ULTIMA EAST,VIC
3544,WAITCHIE,VIC
3546,BOLTON,VIC
3546,CHINKAPOOK,VIC
3546,COCAMBA,VIC
3546,GERAHMIN,VIC
3546,MANANGATANG,VIC
3546,TUROAR,VIC
3546,WINNAMBOOL,VIC
3549,ANNUELLO,VIC
3549,BANNERTON,VIC
3549,HAPPY VALLEY,VIC
3549,LIPAROO,VIC
3549,ROBINVALE,VIC
3549,ROBINVALE IRRIGATION DISTRICT SECTION B,VIC
3549,ROBINVALE IRRIGATION DISTRICT SECTION C,VIC
3549,ROBINVALE IRRIGATION DISTRICT SECTION D,VIC
3549,ROBINVALE IRRIGATION DISTRICT SECTION E,VIC
3549,TOL TOL,VIC
3549,WANDOWN,VIC
3549,WEMEN,VIC
3550,BENDIGO,VIC
3550,BENDIGO SOUTH,VIC
3550,DIAMOND HILL,VIC
3550,EAST BENDIGO,VIC
3550,FLORA HILL,VIC
3550,IRONBARK,VIC
3550,KENNINGTON,VIC
3550,LONG GULLY,VIC
3550,NORTH BENDIGO,VIC
3550,QUARRY HILL,VIC
3550,SANDHURST EAST,VIC
3550,SPRING GULLY,VIC
3550,STRATHDALE,VIC
3550,TYSONS REEF,VIC
3550,WEST BENDIGO,VIC
3550,WHITE HILLS,VIC
3551,ARNOLD,VIC
3551,ARNOLD WEST,VIC
3551,ASCOT,VIC
3551,AXE CREEK,VIC
3551,AXEDALE,VIC
3551,BAGSHOT,VIC
3551,BAGSHOT NORTH,VIC
3551,BENDIGO FORWARD,VIC
3551,CORNELLA,VIC
3551,CREEK VIEW,VIC
3551,EMU CREEK,VIC
3551,EPPALOCK,VIC
3551,EPSOM,VIC
3551,HUNTLY,VIC
3551,HUNTLY NORTH,VIC
3551,JUNORTOUN,VIC
3551,KIMBOLTON,VIC
3551,LAKE EPPALOCK,VIC
3551,LLANELLY,VIC
3551,LOCKWOOD,VIC
3551,LOCKWOOD SOUTH,VIC
3551,LONGLEA,VIC
3551,MAIDEN GULLY,VIC
3551,MANDURANG,VIC
3551,MANDURANG SOUTH,VIC
3551,MINTO,VIC
3551,MOSQUITO CREEK,VIC
3551,MURPHYS CREEK,VIC
3551,MYOLA,VIC
3551,MYOLA EAST,VIC
3551,MYRTLE CREEK,VIC
3551,NEWBRIDGE,VIC
3551,PAINSWICK,VIC
3551,PILCHERS BRIDGE,VIC
3551,SEDGWICK,VIC
3551,STRATHFIELDSAYE,VIC
3551,TARNAGULLA,VIC
3551,TOOLLEEN,VIC
3551,WAANYARRA,VIC
3551,WELLSFORD,VIC
3551,WOODSTOCK ON LODDON,VIC
3552,BENDIGO,VIC
3554,BENDIGO DC,VIC
3555,BIG HILL,VIC
3555,GOLDEN GULLY,VIC
3555,GOLDEN SQUARE,VIC
3555,KANGAROO FLAT,VIC
3555,LANSELL PLAZA,VIC
3555,SPECIMEN HILL,VIC
3556,CALIFORNIA GULLY,VIC
3556,CAMPBELLS FOREST,VIC
3556,COMET HILL,VIC
3556,EAGLEHAWK,VIC
3556,EAGLEHAWK NORTH,VIC
3556,JACKASS FLAT,VIC
3556,MYERS FLAT,VIC
3556,SAILORS GULLY,VIC
3556,SEBASTIAN,VIC
3556,WHIPSTICK,VIC
3556,WOODVALE,VIC
3557,BARNADOWN,VIC
3557,FOSTERVILLE,VIC
3557,GOORNONG,VIC
3557,MUSKERRY,VIC
3557,MUSKERRY EAST,VIC
3558,BURNEWANG,VIC
3558,COROP WEST,VIC
3558,CREEK VIEW,VIC
3558,ELMORE,VIC
3558,HUNTER,VIC
3558,RUNNYMEDE,VIC
3559,AVONMORE,VIC
3559,BURRAMBOOT,VIC
3559,COLBINABBIN,VIC
3559,COROP,VIC
3559,GOBARUP,VIC
3559,LYNDALE,VIC
3559,MAYREEF,VIC
3559,RUNNYMEDE,VIC
3561,BALLENDELLA,VIC
3561,BAMAWM,VIC
3561,BAMAWM EXTENSION,VIC
3561,BONN,VIC
3561,DIGGORA,VIC
3561,DIGGORA WEST,VIC
3561,FAIRY DELL,VIC
3561,NANNEELLA,VIC
3561,ROCHESTER,VIC
3561,ROCHESTER WEST,VIC
3561,THE SETTLEMENT,VIC
3561,TIMMERING,VIC
3562,TORRUMBARRY,VIC
3563,LOCKINGTON,VIC
3564,BAMAWM EXTENSION,VIC
3564,CAMPASPE WEST,VIC
3564,ECHUCA,VIC
3564,ECHUCA EAST,VIC
3564,ECHUCA SOUTH,VIC
3564,ECHUCA VILLAGE,VIC
3564,ECHUCA WEST,VIC
3564,KANYAPELLA,VIC
3564,MCEVOYS,VIC
3564,PATHO,VIC
3564,PATHO WEST,VIC
3564,ROSLYNMEAD,VIC
3564,SIMMIE,VIC
3564,WHARPARILLA,VIC
3565,KOTTA,VIC
3566,GUNBOWER,VIC
3567,HORFIELD,VIC
3567,LEITCHVILLE,VIC
3568,BURKES BRIDGE,VIC
3568,COHUNA,VIC
3568,CULLEN,VIC
3568,DALTONS BRIDGE,VIC
3568,GANNAWARRA,VIC
3568,KEELY,VIC
3568,MACORNA NORTH,VIC
3568,MCMILLANS,VIC
3568,MEAD,VIC
3568,MINCHA WEST,VIC
3568,WEE WEE RUP,VIC
3570,AUCHMORE,VIC
3570,DRUMMARTIN,VIC
3570,KAMAROOKA,VIC
3570,NEILBOROUGH,VIC
3570,RAYWOOD,VIC
3570,SUMMERFIELD,VIC
3571,DINGEE,VIC
3571,KAMAROOKA NORTH,VIC
3571,POMPAPIEL,VIC
3571,TANDARRA,VIC
3571,YALLOOK,VIC
3572,MILLOO,VIC
3572,PIAVELLA,VIC
3572,PRAIRIE,VIC
3572,TENNYSON,VIC
3573,CALIVIL,VIC
3573,MITIAMO,VIC
3573,PINE GROVE,VIC
3573,PINE GROVE EAST,VIC
3573,TERRICK TERRICK EAST,VIC
3575,BALD ROCK,VIC
3575,GLADFIELD,VIC
3575,JUNGABURRA,VIC
3575,LODDON VALE,VIC
3575,MINCHA,VIC
3575,MOLOGA,VIC
3575,PYRAMID HILL,VIC
3575,SYLVATERRE,VIC
3575,TERRICK TERRICK,VIC
3575,YARRAWALLA,VIC
3576,DURHAM OX,VIC
3579,APPIN,VIC
3579,APPIN SOUTH,VIC
3579,BAEL BAEL,VIC
3579,BEAUCHAMP,VIC
3579,BENJEROOP,VIC
3579,BUDGERUM EAST,VIC
3579,CAPELS CROSSING,VIC
3579,DINGWALL,VIC
3579,EAST YEOBURN,VIC
3579,FAIRLEY,VIC
3579,GONN CROSSING,VIC
3579,KERANG,VIC
3579,KERANG EAST,VIC
3579,KOROOP,VIC
3579,LAKE MERAN,VIC
3579,MACORNA,VIC
3579,MEERING WEST,VIC
3579,MILNES BRIDGE,VIC
3579,MURRABIT,VIC
3579,MURRABIT WEST,VIC
3579,MYALL,VIC
3579,MYSTIC PARK,VIC
3579,NORMANVILLE,VIC
3579,PINE VIEW,VIC
3579,REEDY LAKE,VIC
3579,SANDHILL LAKE,VIC
3579,TEAL POINT,VIC
3579,TRAGOWEL,VIC
3579,WANDELLA,VIC
3579,WESTBY,VIC
3580,KOONDROOK,VIC
3581,BEAUCHAMP,VIC
3581,LAKE CHARM,VIC
3583,TRESCO,VIC
3584,LAKE BOGA,VIC
3584,TRESCO WEST,VIC
3585,CASTLE DONNINGTON,VIC
3585,CHILLINGOLLAH,VIC
3585,FISH POINT,VIC
3585,GOSCHEN,VIC
3585,KUNAT,VIC
3585,MEATIAN,VIC
3585,NOWIE,VIC
3585,NYRRABY,VIC
3585,PIRA,VIC
3585,POLISBET,VIC
3585,SPEEWA,VIC
3585,SWAN HILL,VIC
3585,SWAN HILL PIONEER,VIC
3585,SWAN HILL WEST,VIC
3585,WINLATON,VIC
3586,BULGA,VIC
3586,MURRAWEE,VIC
3586,MURRAYDALE,VIC
3586,PENTAL ISLAND,VIC
3586,TYNTYNDER,VIC
3586,TYNTYNDER SOUTH,VIC
3586,ULTIMA EAST,VIC
3588,WOORINEN SOUTH,VIC
3589,WOORINEN,VIC
3589,WOORINEN NORTH,VIC
3590,BEVERFORD,VIC
3591,VINIFERA,VIC
3594,NYAH,VIC
3595,NYAH WEST,VIC
3596,MIRALIE,VIC
3596,TOWAN,VIC
3596,WOOD WOOD,VIC
3597,KENLEY,VIC
3597,KOOLOONONG,VIC
3597,LAKE POWELL,VIC
3597,NARRUNG,VIC
3597,NATYA,VIC
3597,PIANGIL,VIC
3599,BOUNDARY BEND,VIC
3607,TABILK,VIC
3608,BAILIESTON,VIC
3608,GOULBURN WEIR,VIC
3608,GRAYTOWN,VIC
3608,KIRWANS BRIDGE,VIC
3608,MITCHELLSTOWN,VIC
3608,NAGAMBIE,VIC
3608,WAHRING,VIC
3608,WIRRATE,VIC
3610,DHURRINGILE,VIC
3610,MOORILIM,VIC
3610,MURCHISON,VIC
3610,MURCHISON EAST,VIC
3610,MURCHISON NORTH,VIC
3612,MOORA,VIC
3612,RUSHWORTH,VIC
3612,WANALTA,VIC
3612,WARANGA,VIC
3612,WARANGA SHORES,VIC
3612,WHROO,VIC
3614,TOOLAMBA,VIC
3614,TOOLAMBA WEST,VIC
3616,COOMA,VIC
3616,GILLIESTON,VIC
3616,GIRGARRE EAST,VIC
3616,HARSTON,VIC
3616,MOOROOPNA NORTH WEST,VIC
3616,TATURA,VIC
3616,TATURA EAST,VIC
3616,TOOLAMBA WEST,VIC
3616,WARANGA,VIC
3617,BYRNESIDE,VIC
3618,MERRIGUM,VIC
3619,KYABRAM,VIC
3620,KYABRAM,VIC
3620,KYABRAM SOUTH,VIC
3620,LANCASTER,VIC
3620,MOUNT SCOBIE,VIC
3620,ST GERMAINS,VIC
3620,TARIPTA,VIC
3620,WYUNA,VIC
3620,WYUNA EAST,VIC
3621,KOYUGA SOUTH,VIC
3621,KY VALLEY,VIC
3621,KY WEST,VIC
3621,KYVALLEY,VIC
3621,TONGALA,VIC
3621,YAMBUNA,VIC
3622,CORNELIA CREEK,VIC
3622,KOYUGA,VIC
3622,STRATHALLAN,VIC
3623,CARAG CARAG,VIC
3623,STANHOPE,VIC
3623,STANHOPE SOUTH,VIC
3624,GIRGARRE,VIC
3629,ARDMONA,VIC
3629,COOMBOONA,VIC
3629,MOOROOPNA,VIC
3629,MOOROOPNA NORTH,VIC
3629,UNDERA,VIC
3630,BENARCH,VIC
3630,BRANDITT,VIC
3630,CANIAMBO,VIC
3630,COLLIVER,VIC
3630,DUNKIRK,VIC
3630,SHEPPARTON,VIC
3630,SHEPPARTON SOUTH,VIC
3631,ARCADIA,VIC
3631,ARCADIA SOUTH,VIC
3631,COSGROVE,VIC
3631,COSGROVE SOUTH,VIC
3631,GRAHAMVALE,VIC
3631,KARRAMOMUS,VIC
3631,KIALLA,VIC
3631,KIALLA EAST,VIC
3631,KIALLA WEST,VIC
3631,LEMNOS,VIC
3631,ORRVALE,VIC
3631,PINE LODGE,VIC
3631,SHEPPARTON EAST,VIC
3631,SHEPPARTON NORTH,VIC
3631,TAMLEUGH WEST,VIC
3632,SHEPPARTON,VIC
3633,CONGUPNA,VIC
3634,BUNBARTHA,VIC
3634,INVERGORDON SOUTH,VIC
3634,KATANDRA,VIC
3634,KATANDRA WEST,VIC
3634,MARIONVALE,VIC
3634,MARUNGI,VIC
3634,TALLYGAROOPNA,VIC
3634,ZEERUST,VIC
3635,KAARIMBA,VIC
3635,MUNDOONA,VIC
3635,WUNGHNU,VIC
3636,DRUMANURE,VIC
3636,INVERGORDON,VIC
3636,NARING,VIC
3636,NUMURKAH,VIC
3637,WAAIA,VIC
3637,YALCA,VIC
3638,KOTUPNA,VIC
3638,NATHALIA,VIC
3638,YIELIMA,VIC
3639,BARMAH,VIC
3639,LOWER MOIRA,VIC
3639,PICOLA,VIC
3639,PICOLA WEST,VIC
3640,KATUNGA,VIC
3641,BEARII,VIC
3641,MYWEE,VIC
3641,STRATHMERTON,VIC
3641,ULUPNA,VIC
3643,COBRAM,VIC
3644,COBRAM,VIC
3644,COBRAM EAST,VIC
3644,KOONOOMOO,VIC
3644,MUCKATAH,VIC
3644,YARROWEYAH,VIC
3646,DOOKIE,VIC
3646,MOUNT MAJOR,VIC
3646,NALINGA,VIC
3646,WAGGARANDALL,VIC
3646,WATTVILLE,VIC
3646,YABBA NORTH,VIC
3646,YABBA SOUTH,VIC
3646,YOUANMITE,VIC
3647,DOOKIE COLLEGE,VIC
3649,KATAMATITE,VIC
3649,KATAMATITE EAST,VIC
3658,BROADFORD,VIC
3658,CLONBINANE,VIC
3658,FLOWERDALE,VIC
3658,HAZELDENE,VIC
3658,REEDY CREEK,VIC
3658,STRATH CREEK,VIC
3658,SUGARLOAF CREEK,VIC
3658,SUNDAY CREEK,VIC
3658,TYAAK,VIC
3658,WATERFORD PARK,VIC
3659,SUGARLOAF CREEK,VIC
3659,TALLAROOK,VIC
3660,CAVEAT,VIC
3660,DROPMORE,VIC
3660,DYSART,VIC
3660,HIGHLANDS,VIC
3660,HILLDENE,VIC
3660,KERRISDALE,VIC
3660,KOBYBOYN,VIC
3660,NORTHWOOD,VIC
3660,SEYMOUR,VIC
3660,SEYMOUR SOUTH,VIC
3660,TRAWOOL,VIC
3660,WHITEHEADS CREEK,VIC
3661,SEYMOUR,VIC
3662,PUCKAPUNYAL,VIC
3662,PUCKAPUNYAL MILPO,VIC
3663,MANGALORE,VIC
3664,AVENEL,VIC
3664,UPTON HILL,VIC
3665,LOCKSLEY,VIC
3665,LONGWOOD,VIC
3665,PRANJIP,VIC
3666,BALMATTUM,VIC
3666,CREIGHTON,VIC
3666,CREIGHTONS CREEK,VIC
3666,EUROA,VIC
3666,GOORAM,VIC
3666,KELVIN VIEW,VIC
3666,KITHBROOK,VIC
3666,LONGWOOD EAST,VIC
3666,MIEPOLL,VIC
3666,MOGLONEMBY,VIC
3666,MOLKA,VIC
3666,PRANJIP,VIC
3666,RIGGS CREEK,VIC
3666,RUFFY,VIC
3666,SHEANS CREEK,VIC
3666,STRATHBOGIE,VIC
3666,TARCOMBE,VIC
3669,BOHO,VIC
3669,BOHO SOUTH,VIC
3669,CREEK JUNCTION,VIC
3669,EARLSTON,VIC
3669,GOWANGARDIE,VIC
3669,KOONDA,VIC
3669,MARRAWEENEY,VIC
3669,TAMLEUGH,VIC
3669,TAMLEUGH NORTH,VIC
3669,UPOTIPOTPON,VIC
3669,VIOLET TOWN,VIC
3670,BADDAGINNIE,VIC
3670,TARNOOK,VIC
3670,WARRENBAYNE,VIC
3671,BENALLA,VIC
3672,BENALLA,VIC
3672,BENALLA WEST,VIC
3673,BENALLA,VIC
3673,BROKEN CREEK,VIC
3673,GOOMALIBEE,VIC
3673,KILFEERA,VIC
3673,LAKE MOKOAN,VIC
3673,LIMA,VIC
3673,LIMA EAST,VIC
3673,LIMA SOUTH,VIC
3673,LURG,VIC
3673,MOLYULLAH,VIC
3673,MOORNGAG,VIC
3673,SAMARIA,VIC
3673,SWANPOOL,VIC
3673,TATONG,VIC
3673,UPOTIPOTPON,VIC
3673,UPPER LURG,VIC
3673,UPPER RYANS CREEK,VIC
3673,WINTON,VIC
3673,WINTON NORTH,VIC
3675,BOWEYA,VIC
3675,BOWEYA NORTH,VIC
3675,GLENROWAN,VIC
3675,GLENROWAN WEST,VIC
3675,GRETA,VIC
3675,GRETA SOUTH,VIC
3675,GRETA WEST,VIC
3675,HANSONVILLE,VIC
3675,MOUNT BRUNO,VIC
3675,TAMINICK,VIC
3676,WANGARATTA,VIC
3677,APPIN PARK,VIC
3677,WANGARATTA,VIC
3677,WANGARATTA WEST,VIC
3677,YARRUNGA,VIC
3678,BOBINAWARRAH,VIC
3678,BOORHAMAN,VIC
3678,BOORHAMAN EAST,VIC
3678,BOWSER,VIC
3678,BYAWATHA,VIC
3678,CARBOOR,VIC
3678,CHESHUNT,VIC
3678,CHESHUNT SOUTH,VIC
3678,DOCKER,VIC
3678,DOCKERS PLAINS,VIC
3678,EAST WANGARATTA,VIC
3678,EDI,VIC
3678,EDI UPPER,VIC
3678,EVERTON,VIC
3678,EVERTON UPPER,VIC
3678,KILLAWARRA,VIC
3678,KING VALLEY,VIC
3678,LACEBY,VIC
3678,LONDRIGAN,VIC
3678,MARKWOOD,VIC
3678,MEADOW CREEK,VIC
3678,MILAWA,VIC
3678,NORTH WANGARATTA,VIC
3678,OXLEY,VIC
3678,OXLEY FLATS,VIC
3678,PEECHELBA,VIC
3678,PEECHELBA EAST,VIC
3678,ROSE RIVER,VIC
3678,TARRAWINGEE,VIC
3678,WABONGA,VIC
3678,WALDARA,VIC
3678,WANGANDARY,VIC
3678,WANGARATTA FORWARD,VIC
3678,WANGARATTA SOUTH,VIC
3678,WHITLANDS,VIC
3682,BORALMA,VIC
3682,LILLIPUT,VIC
3682,NORONG,VIC
3682,SPRINGHURST,VIC
3683,CHILTERN,VIC
3683,CHILTERN VALLEY,VIC
3683,CORNISHTOWN,VIC
3683,INDIGO,VIC
3685,BOORHAMAN NORTH,VIC
3685,BRIMIN,VIC
3685,BROWNS PLAINS,VIC
3685,CARLYLE,VIC
3685,DUGAYS BRIDGE,VIC
3685,GOORAMADDA,VIC
3685,GREAT SOUTHERN,VIC
3685,LAKE MOODEMERE,VIC
3685,NORONG CENTRAL,VIC
3685,PRENTICE NORTH,VIC
3685,RUTHERGLEN,VIC
3687,CARLYLE,VIC
3687,WAHGUNYAH,VIC
3688,BARNAWARTHA,VIC
3688,BARNAWARTHA NORTH,VIC
3688,INDIGO UPPER,VIC
3688,INDIGO VALLEY,VIC
3689,WODONGA,VIC
3690,WEST WODONGA,VIC
3690,WODONGA,VIC
3690,WODONGA PLAZA,VIC
3691,ALLANS FLAT,VIC
3691,BANDIANA,VIC
3691,BARANDUDA,VIC
3691,BARNAWARTHA NORTH,VIC
3691,BELLBRIDGE,VIC
3691,BERRINGAMA,VIC
3691,BETHANGA,VIC
3691,BONEGILLA,VIC
3691,BUNGIL,VIC
3691,CASTLE CREEK,VIC
3691,CORAL BANK,VIC
3691,DEDERANG,VIC
3691,EBDEN,VIC
3691,GATEWAY ISLAND,VIC
3691,GLEN CREEK,VIC
3691,GUNDOWRING,VIC
3691,HUME WEIR,VIC
3691,HUON CREEK,VIC
3691,KANCOONA,VIC
3691,KANCOONA SOUTH,VIC
3691,KERGUNYAH,VIC
3691,KERGUNYAH SOUTH,VIC
3691,KIEWA,VIC
3691,KILLARA,VIC
3691,LENEVA,VIC
3691,LONE PINE,VIC
3691,LUCYVALE,VIC
3691,MONGANS BRIDGE,VIC
3691,MOUNT ALFRED,VIC
3691,OSBORNES FLAT,VIC
3691,RUNNING CREEK,VIC
3691,STAGHORN FLAT,VIC
3691,TALGARNO,VIC
3691,TANGAMBALANGA,VIC
3691,THOLOGOLONG,VIC
3691,UPPER GUNDOWRING,VIC
3691,WODONGA FORWARD,VIC
3694,BANDIANA,VIC
3694,BANDIANA MILPO,VIC
3695,CHARLEROI,VIC
3695,HUON,VIC
3695,RED BLUFF,VIC
3695,SANDY CREEK,VIC
3697,TAWONGA,VIC
3698,TAWONGA SOUTH,VIC
3699,BOGONG,VIC
3699,FALLS CREEK,VIC
3699,MOUNT BEAUTY,VIC
3699,NELSE,VIC
3700,BULLIOH,VIC
3700,GEORGES CREEK,VIC
3700,JARVIS CREEK,VIC
3700,TALLANGATTA,VIC
3700,TALLANGATTA EAST,VIC
3701,DARTMOUTH,VIC
3701,ESKDALE,VIC
3701,FERNVALE,VIC
3701,GRANITE FLAT,VIC
3701,GRANYA,VIC
3701,MITTA MITTA,VIC
3701,OLD TALLANGATTA,VIC
3701,SHELLEY,VIC
3701,TALLANDOON,VIC
3701,TALLANGATTA SOUTH,VIC
3701,TALLANGATTA VALLEY,VIC
3704,KOETONG,VIC
3705,CUDGEWA,VIC
3705,NARIEL VALLEY,VIC
3707,BIGGARA,VIC
3707,COLAC COLAC,VIC
3707,CORRYONG,VIC
3707,NARIEL VALLEY,VIC
3707,THOWGLA VALLEY,VIC
3707,TOM GROGGIN,VIC
3707,TOWONG,VIC
3707,TOWONG UPPER,VIC
3708,TINTALDRA,VIC
3709,BURROWYE,VIC
3709,GUYS FOREST,VIC
3709,MOUNT ALFRED,VIC
3709,PINE MOUNTAIN,VIC
3709,WALWA,VIC
3711,BUXTON,VIC
3712,RUBICON,VIC
3712,THORNTON,VIC
3713,EILDON,VIC
3713,LAKE EILDON,VIC
3713,TAYLOR BAY,VIC
3714,ACHERON,VIC
3714,ALEXANDRA,VIC
3714,CATHKIN,VIC
3714,CRYSTAL CREEK,VIC
3714,DEVILS RIVER,VIC
3714,FAWCETT,VIC
3714,KORIELLA,VIC
3714,MAINTONGOON,VIC
3714,TAGGERTY,VIC
3714,WHANREGARWEN,VIC
3715,ANCONA,VIC
3715,MERTON,VIC
3715,WOODFIELD,VIC
3717,FLOWERDALE,VIC
3717,GHIN GHIN,VIC
3717,GLENBURN,VIC
3717,HOMEWOOD,VIC
3717,KILLINGWORTH,VIC
3717,LIMESTONE,VIC
3717,MURRINDINDI,VIC
3717,YEA,VIC
3718,MOLESWORTH,VIC
3719,GOBUR,VIC
3719,KANUMBRA,VIC
3719,TERIP TERIP,VIC
3719,YARCK,VIC
3720,BONNIE DOON,VIC
3722,BARWITE,VIC
3722,MANSFIELD,VIC
3722,MIRIMBAH,VIC
3723,ARCHERTON,VIC
3723,BARJARG,VIC
3723,BOOROLITE,VIC
3723,BRIDGE CREEK,VIC
3723,DELATITE,VIC
3723,ENOCHS POINT,VIC
3723,GAFFNEYS CREEK,VIC
3723,GOUGHS BAY,VIC
3723,HOWES CREEK,VIC
3723,HOWQUA,VIC
3723,HOWQUA HILLS,VIC
3723,HOWQUA INLET,VIC
3723,JAMIESON,VIC
3723,KEVINGTON,VIC
3723,KNOCKWOOD,VIC
3723,MACS COVE,VIC
3723,MAINDAMPLE,VIC
3723,MATLOCK,VIC
3723,MERRIJIG,VIC
3723,MOUNT BULLER,VIC
3723,MOUNTAIN BAY,VIC
3723,NILLAHCOOTIE,VIC
3723,PIRIES,VIC
3723,SAWMILL SETTLEMENT,VIC
3723,TOLMIE,VIC
3723,WOODS POINT,VIC
3724,MANSFIELD,VIC
3725,BOXWOOD,VIC
3725,CHESNEY VALE,VIC
3725,GOORAMBAT,VIC
3725,MAJOR PLAINS,VIC
3725,STEWARTON,VIC
3726,BUNGEET,VIC
3726,BUNGEET WEST,VIC
